"Reporting starts","Reporting ends","Ad name","Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (DKK)",Impressions,Reach,Frequency,"CPM (cost per 1,000 impressions) (DKK)",Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name","Purchase ROAS (return on ad spend)",Purchases,"Results value","Result value indicator","Link clicks","CTR (link click-through rate)","CPC (all) (DKK)","Post engagements","Landing page views","Adds to cart","Checkouts initiated",ThruPlays
2026-08-31,2026-09-10,"Cargo Trousers | Price Hook",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Protex1 Hero Kit | Catalog Inspo",not_delivering,,,,"Using campaign budget",0,0,0,0,0,0,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T11:39:53+0100,-,-,-,"Prospecting | Creatives",,,,,,,0,,,,,
2026-08-31,2026-09-10,"Static | Existing | DPA Trousers",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,464.62,"Using campaign budget",0,464.62,10887,7268,1.497936,42.676587,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T13:12:36+0100,Average,"Above average","Above average","Sales Existing | Trousers | DPA Ad Set",1.070531,1,497.39,action_values:offsite_conversion.fb_pixel_purchase,117,1.074676,2.581222,121,93,3,,
2026-08-31,2026-09-10,"Static | Existing | Trousers",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,236.25,"Using campaign budget",0,236.25,4388,2146,2.044734,53.840018,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T13:12:36+0100,-,-,-,"Sales Existing | Trousers | DPA Ad Set",2.353608,1,556.04,action_values:offsite_conversion.fb_pixel_purchase,62,1.412944,3.327465,62,54,5,1,
2026-08-31,2026-09-10,"Static | Pros | DPA Trousers",active,7,actions:offsite_conversion.fb_pixel_purchase,82.29428571,"Using campaign budget",0,576.06,12252,6125,2.000327,47.01763,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T13:12:42+0100,Average,"Above average","Above average","Sales Prospecting | Trousers | DPA Ad Set – Copy",5.138562,7,2960.12,action_values:offsite_conversion.fb_pixel_purchase,215,1.754816,1.745636,217,194,26,10,
2026-08-31,2026-09-10,"Static | Pros | Trousers",active,3,actions:offsite_conversion.fb_pixel_purchase,91.41666667,"Using campaign budget",0,274.25,6083,2443,2.489971,45.084662,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-20T13:12:42+0100,Average,Average,"Above average","Sales Prospecting | Trousers | DPA Ad Set – Copy",6.195479,3,1699.11,action_values:offsite_conversion.fb_pixel_purchase,64,1.052112,3.608553,66,57,6,3,
2026-08-31,2026-09-10,"Static | Existing | DPA SB",active,1,actions:offsite_conversion.fb_pixel_purchase,321.31,"Using campaign budget",0,321.31,8246,5409,1.524496,38.965559,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-28T11:34:41+0100,-,-,-,"Sales Existing | SB | DPA Ad Set",1.244624,1,399.91,action_values:offsite_conversion.fb_pixel_purchase,100,1.212709,2.345328,103,82,7,5,
2026-08-31,2026-09-10,"Static | Existing | SB",active,14,actions:offsite_conversion.fb_pixel_purchase,51.73357143,"Using campaign budget",0,724.27,13827,7048,1.961833,52.380849,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-28T11:34:41+0100,-,-,-,"Sales Existing | SB | DPA Ad Set",15.804175,14,11446.49,action_values:offsite_conversion.fb_pixel_purchase,241,1.742967,2.633709,246,220,37,7,
2026-08-31,2026-09-10,"Static | Pros | DPA SB",active,10,actions:offsite_conversion.fb_pixel_purchase,53.239,"Using campaign budget",0,532.39,13800,8092,1.705388,38.578986,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-28T11:34:41+0100,Average,"Above average","Above average","Sales Prospecting | SB | DPA Ad Set",7.16625,10,3815.24,action_values:offsite_conversion.fb_pixel_purchase,181,1.311594,1.823253,184,128,28,9,
2026-08-31,2026-09-10,"Static | Pros | SB",active,12,actions:offsite_conversion.fb_pixel_purchase,42.71583333,"Using campaign budget",0,512.59,12464,6827,1.825692,41.125642,Ongoing,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-08-28T11:34:41+0100,Average,Average,Average,"Sales Prospecting | SB | DPA Ad Set",35.031838,12,17956.97,action_values:offsite_conversion.fb_pixel_purchase,226,1.813222,1.994514,261,210,30,10,14
